path	original	line	comment
DESCRIBE.TURF_MARSH	一地皮。	1351	物品名:"沼泽地皮" 制造描述:"沼泽在哪，家就在哪。"
DESCRIBE.TURF_METEOR	一月面。	1352	物品名:"月球环形山地皮" 制造描述:"月球表面的月坑。"
DESCRIBE.TURF_PEBBLEBEACH	一滩。	1353	物品名:"岩石海滩地皮" 制造描述:"一块鹅卵石海滩地皮。"
DESCRIBE.TURF_ROAD	草铺之石。	1354	物品名:"卵石路" 制造描述:"修建你自己的道路，通往任何地方。"
DESCRIBE.TURF_ROCKY	一地皮。	1355	物品名:"岩石地皮" 制造描述:"一块石头地皮。"
DESCRIBE.TURF_SAVANNA	一地皮。	1356	物品名:"热带草原地皮" 制造描述:"一块热带草原地皮。"
DESCRIBE.TURF_WOODFLOOR	此乃木地。	1357	物品名:"木地板" 制造描述:"优质复合地板。"
DESCRIBE.TURF_CAVE	又一地皮。	1358	物品名:"鸟粪地皮" 制造描述:"洞穴地面冰冷的岩石。"
DESCRIBE.TURF_FUNGUS	又一地皮。	1359	物品名:"真菌地皮" 制造描述:"一块长满了真菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_MOON	又一地皮。	1360	物品名:"变异真菌地皮" 制造描述:"一块长满了变异真菌的洞穴地皮。"
DESCRIBE.TURF_ARCHIVE	又一地皮。	1361	物品名:"远古石刻" 制造描述:"解封档案馆中的远古石器。"
DESCRIBE.TURF_SINKHOLE	又一地皮。	1362	物品名:"黏滑地皮" 制造描述:"一块潮湿、沾满泥巴的草地地皮。"
DESCRIBE.TURF_UNDERROCK	又一地皮。	1363	物品名:"洞穴岩石地皮" 制造描述:"一块乱石嶙峋的洞穴地皮。"
DESCRIBE.TURF_MUD	又一地皮。	1364	物品名:"泥泞地皮" 制造描述:"一块泥地地皮。"
DESCRIBE.TURF_DECIDUOUS	又一地皮。	1365	物品名:"落叶林地皮" 制造描述:"一块落叶林地皮。"
DESCRIBE.TURF_SANDY	又一地皮。	1366	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.TURF_BADLANDS	又一地皮。	1367	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.TURF_DESERTDIRT	一地皮。	1368	物品名:"沙漠地皮" 制造描述:"一片干燥的沙子。"
DESCRIBE.TURF_FUNGUS_GREEN	一地皮。	1369	物品名:"真菌地皮" 制造描述:"一块爬满绿菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_RED	一地皮。	1370	物品名:"真菌地皮" 制造描述:"一块爬满红菌的洞穴地皮。"
DESCRIBE.TURF_DRAGONFLY	汝欲证其防火乎？	1371	物品名:"龙鳞地板" 制造描述:"消除火灾蔓延速度。"
DESCRIBE.TURF_SHELLBEACH	一滩。	1372	物品名:"贝壳海滩地皮" 制造描述:"一块贝壳海岸。"
DESCRIBE.TURF_RUINSBRICK	又一地皮。	1373	物品名:"远古地面" 制造描述:"远古石制地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSBRICK_GLOW	又一地皮。	1374	物品名:"仿远古地面" 制造描述:"远古石制地面的复刻。"
DESCRIBE.TURF_RUINSTILES	又一地皮。	1375	物品名:"远古瓷砖" 制造描述:"瓷砖地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTILES_GLOW	又一地皮。	1376	物品名:"仿远古瓷砖" 制造描述:"远古瓷砖地面的复刻。"
DESCRIBE.TURF_RUINSTRIM	又一地皮。	1377	物品名:"远古砖雕" 制造描述:"砖石地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTRIM_GLOW	又一地皮。	1378	物品名:"仿远古砖雕" 制造描述:"远古砖石地面的复刻。"
DESCRIBE.TURF_MONKEY_GROUND	一沙地。	1379	物品名:"月亮码头海滩地皮" 制造描述:"一片沙地，散发着淡淡的香蕉香。"
DESCRIBE.TURF_CARPETFLOOR2	其奇柔。	1380	物品名:"茂盛地毯" 制造描述:"超级超级软。"
DESCRIBE.TURF_MOSAIC_GREY	又一地皮。	1381	物品名:"灰色马赛克地板" 制造描述:"优雅的碎石。灰色。"
DESCRIBE.TURF_MOSAIC_RED	又一地皮。	1382	物品名:"红色马赛克地板" 制造描述:"优雅的碎石。红色。"
DESCRIBE.TURF_MOSAIC_BLUE	又一地皮。	1383	物品名:"蓝色马赛克地板" 制造描述:"优雅的碎石。蓝色。"
DESCRIBE.TURF_BEARD_RUG	又一地皮。	1384	物品名:"胡须地毯" 制造描述:"有些人就是喜欢行为艺术。"
DESCRIBE.POWCAKE	似不美。	1385	物品名:"芝士蛋糕"
DESCRIBE.CAVE_ENTRANCE	吾欲掘此。	1386	物品名:"被堵住的洞穴"
DESCRIBE.CAVE_ENTRANCE_RUINS	通地府。	1387	物品名:"被堵住的陷洞"->单机 洞二入口
DESCRIBE.CAVE_ENTRANCE_OPEN.GENERIC	上生何事。	1390	物品名:"洞穴"->默认
DESCRIBE.CAVE_ENTRANCE_OPEN.OPEN	下定有奇物。	1391	物品名:"洞穴"->打开
DESCRIBE.CAVE_ENTRANCE_OPEN.FULL	速让吾入。	1392	物品名:"洞穴"->满了
DESCRIBE.CAVE_EXIT.GENERIC	此梯可上。	1396	物品名:"楼梯"->默认
DESCRIBE.CAVE_EXIT.OPEN	吾暂不欲探。	1397	物品名:"楼梯"->打开
DESCRIBE.CAVE_EXIT.FULL	速让吾上。	1398	物品名:"楼梯"->满了
DESCRIBE.MAXWELLPHONOGRAPH	声自彼来。	1400	single player  -- 物品名:"麦斯威尔的留声机"->单机 麦斯威尔留声机
DESCRIBE.BOOMERANG	可归之法。	1401	物品名:"回旋镖" 制造描述:"来自澳洲土著。"
DESCRIBE.PIGGUARD	猪人君。	1402	物品名:"猪人守卫"
DESCRIBE.ABIGAIL.LEVEL1[0]	噢，其有小巧蝶结。	1407	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL1[1]	噢，其有小巧蝶结。	1408	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL2[0]	噢，其有小巧蝶结。	1412	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL2[1]	噢，其有小巧蝶结。	1413	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL3[0]	噢，其有小巧蝶结。	1417	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL3[1]	噢，其有小巧蝶结。	1418	物品名:未找到 制造描述:未找到
DESCRIBE.ADVENTURE_PORTAL	吾不明此效。	1421	物品名:"麦斯威尔之门"->单机 麦斯威尔之门
DESCRIBE.AMULET	戴之甚安。	1422	物品名:"重生护符" 制造描述:"逃离死神的魔爪。"
DESCRIBE.ANIMAL_TRACK	食留之迹。吾指...一兽。	1423	物品名:"动物足迹"
DESCRIBE.ARMORGRASS	勉强可用。	1424	物品名:"草甲" 制造描述:"提供少许防护。"
DESCRIBE.ARMORMARBLE	彼甚沉。	1425	物品名:"大理石甲" 制造描述:"它很重，但能够保护你。"
DESCRIBE.ARMORWOOD	彼甚合。	1426	物品名:"木甲" 制造描述:"为你抵御部分伤害。"
DESCRIBE.ARMOR_SANITY	着吾虽安，心不实。	1427	物品名:"暗夜甲" 制造描述:"保护你的躯体，但无法保护你的心智。"
DESCRIBE.ASH.GENERIC	火尽之遗。	1430	物品名:"灰烬"->默认
DESCRIBE.ASH.REMAINS_GLOMMERFLOWER	被火噬。	1431	物品名:"灰烬"->单机专用
DESCRIBE.ASH.REMAINS_EYE_BONE	被火噬。	1432	物品名:"灰烬"->单机专用
DESCRIBE.ASH.REMAINS_THINGIE	吾甚厌火。	1433	物品名:"灰烬"->单机专用
DESCRIBE.AXE	可恃斧。	1435	物品名:"斧头" 制造描述:"砍倒树木。"
DESCRIBE.BABYBEEFALO.GENERIC	尚可。	1438	物品名:"小皮弗娄牛"->默认
DESCRIBE.BABYBEEFALO.SLEEPING	好梦。	1439	物品名:"小皮弗娄牛"->睡着了
DESCRIBE.BUNDLE	吾之宝皆在内。	1441	物品名:"捆绑物资"
DESCRIBE.BUNDLEWRAP	包物可携多。	1442	物品名:"捆绑包装" 制造描述:"打包东西的必要工具。"
DESCRIBE.BACKPACK	可纳多物。	1443	物品名:"背包" 制造描述:"携带更多物品。"
DESCRIBE.BACONEGGS	似美食。	1444	物品名:"培根煎蛋"
DESCRIBE.BANDAGE	蜜可愈创。	1445	物品名:"蜂蜜药膏" 制造描述:"愈合小伤口。"
DESCRIBE.BASALT	斫不碎。	1446	removed  -- 物品名:"玄武岩"
DESCRIBE.BEARDHAIR	毛发。	1447	物品名:"胡须"
DESCRIBE.BEARGER	大毛家伙，欲同玩乎。	1448	物品名:"熊獾"
DESCRIBE.BEARGERVEST	甚合吾。	1449	物品名:"熊皮背心" 制造描述:"像熊一样的背心。"
DESCRIBE.ICEPACK	皮可保温。	1450	物品名:"保鲜背包" 制造描述:"保持新鲜感。"
DESCRIBE.BEARGER_FUR	一厚皮。	1451	物品名:"熊皮" 制造描述:"毛皮再生。"
DESCRIBE.BEDROLL_STRAW	似适。	1452	物品名:"草席卷" 制造描述:"一觉睡到天亮。"
DESCRIBE.BEEQUEEN	令彼蜂刺远吾。	1453	物品名:"蜂王"
DESCRIBE.BEEQUEENHIVE.GENERIC	甚黏，难行。	1456	物品名:"蜂蜜地块"->默认
DESCRIBE.BEEQUEENHIVE.GROWING	彼物前在此？	1457	物品名:"蜂蜜地块"->正在生长
DESCRIBE.BEEQUEENHIVEGROWN	一巨妖沉寂。	1459	物品名:"巨大蜂窝"
DESCRIBE.BEEGUARD	其护。	1460	物品名:"嗡嗡蜜蜂"
DESCRIBE.HIVEHAT	让吾试戴。	1461	物品名:"蜂王冠"
DESCRIBE.MINISIGN.GENERIC	吾可绘更胜。	1464	物品名:"小木牌"->默认
DESCRIBE.MINISIGN.UNDRAWN	吾等当于上绘物。	1465	物品名:"小木牌"->没有画画
DESCRIBE.MINISIGN_ITEM	如是无多用。应置下。	1467	物品名:"小木牌" 制造描述:"用羽毛笔在这些上面画画。"
DESCRIBE.BEE.GENERIC	嗡嗡。	1470	物品名:"蜜蜂"->默认
DESCRIBE.BEE.HELD	当心。	1471	物品名:"蜜蜂"->拿在手里
DESCRIBE.BEEBOX.READY	其内满蜜。	1475	物品名:"蜂箱"->准备好的 满的 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.FULLHONEY	其内满蜜。	1476	物品名:"蜂箱"->蜂蜜满了 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.GENERIC	蜂。	1477	物品名:"蜂箱"->默认 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.NOHONEY	其空。	1478	物品名:"蜂箱"->没有蜂蜜 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.SOMEHONEY	需待。	1479	物品名:"蜂箱"->有一些蜂蜜 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.BURNT	何被焚？	1480	物品名:"蜂箱"->烧焦的 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.MUSHROOM_FARM.STUFFED	此多菇。	1484	物品名:"蘑菇农场"->塞，满了？？ 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.LOTS	菇满。	1485	物品名:"蘑菇农场"->很多 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.SOME	现当续长。	1486	物品名:"蘑菇农场"->有一些 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.EMPTY	吾欲种菇。	1487	物品名:"蘑菇农场" 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.ROTTEN	塞活木可续用。	1488	物品名:"蘑菇农场"->腐烂的--需要活木 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.BURNT	谁焚吾菇。	1489	物品名:"蘑菇农场"->烧焦的 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.SNOWCOVERED	冬不生菇。	1490	物品名:"蘑菇农场"->被雪覆盖 制造描述:"种蘑菇。"
DESCRIBE.BEEFALO.FOLLOWER	小牛随吾。	1494	物品名:"皮弗娄牛"->追随者
DESCRIBE.BEEFALO.GENERIC	是皮弗娄牛。	1495	物品名:"皮弗娄牛"->默认
DESCRIBE.BEEFALO.NAKED	其伤。	1496	物品名:"皮弗娄牛"->牛毛被刮干净了
DESCRIBE.BEEFALO.SLEEPING	此辈睡甚死。	1497	物品名:"皮弗娄牛"->睡着了
DESCRIBE.BEEFALO.DOMESTICATED	此无彼难闻。	1498	物品名:"皮弗娄牛"->驯化牛
DESCRIBE.BEEFALO.ORNERY	其甚怒。	1499	物品名:"皮弗娄牛"->战斗牛
DESCRIBE.BEEFALO.RIDER	此辈似好骑。	1500	物品名:"皮弗娄牛"->骑行牛
DESCRIBE.BEEFALO.PUDGY	嗯，其或食多。	1501	物品名:"皮弗娄牛"->胖牛
DESCRIBE.BEEFALO.MYPARTER	可牛，在此食草。	1502	物品名:"皮弗娄牛"
DESCRIBE.BEEFALOHAT	尚暖。	1504	物品名:"牛角帽" 制造描述:"成为牛群中的一员。连气味也变得一样。"
DESCRIBE.BEEFALOWOOL	似糙毛。	1505	物品名:"牛毛"
DESCRIBE.BEEHAT	防吾被叮。	1506	物品名:"养蜂帽" 制造描述:"防止被愤怒的蜜蜂蜇伤。"
DESCRIBE.BEESWAX	蜂蜡可防腐。	1507	物品名:"蜂蜡" 制造描述:"一种有用的防腐蜂蜡。"
DESCRIBE.BEEHIVE	蜂忙不停。	1508	物品名:"蜂窝"
DESCRIBE.BEEMINE	动则嗡嗡。	1509	物品名:"蜜蜂地雷" 制造描述:"变成武器的蜜蜂。会出什么问题？"
DESCRIBE.BEEMINE_MAXWELL	装地雷之狂妖。	1510	removed  -- 物品名:"麦斯威尔的蚊子陷阱"->单机 麦斯威尔的蚊子陷阱
DESCRIBE.BERRIES	常食。	1511	物品名:"浆果"
DESCRIBE.BERRIES_COOKED	不烧吾亦食。	1512	物品名:"烤浆果"
DESCRIBE.BERRIES_JUICY	味常。	1513	物品名:"多汁浆果"
DESCRIBE.BERRIES_JUICY_COOKED	当腐前食。	1514	物品名:"烤多汁浆果"
DESCRIBE.BERRYBUSH.BARREN	需肥。	1517	物品名:"浆果丛"
DESCRIBE.BERRYBUSH.WITHERED	此热不生长。	1518	物品名:"浆果丛"->枯萎了
DESCRIBE.BERRYBUSH.GENERIC	此应可食。	1519	物品名:"浆果丛"->默认
DESCRIBE.BERRYBUSH.PICKED	或再长？	1520	物品名:"浆果丛"->被采完了
DESCRIBE.BERRYBUSH.DISEASED	病甚重。	1521	removed  -- 物品名:"浆果丛"->生病了
DESCRIBE.BERRYBUSH.DISEASING	有处不妥。	1522	removed  -- 物品名:"浆果丛"->正在生病？？
DESCRIBE.BERRYBUSH.BURNING	速灭。	1523	物品名:"浆果丛"->正在燃烧
DESCRIBE.BERRYBUSH_JUICY.BARREN	无果。	1527	物品名:"多汁浆果丛"
DESCRIBE.BERRYBUSH_JUICY.WITHERED	萎。	1528	物品名:"多汁浆果丛"->枯萎了
DESCRIBE.BERRYBUSH_JUICY.GENERIC	吾来摘果。	1529	物品名:"多汁浆果丛"->默认
DESCRIBE.BERRYBUSH_JUICY.PICKED	努力长。	1530	物品名:"多汁浆果丛"->被采完了
DESCRIBE.BERRYBUSH_JUICY.DISEASED	其不适。	1531	removed  -- 物品名:"多汁浆果丛"->生病了
DESCRIBE.BERRYBUSH_JUICY.DISEASING	呃...有处不妥。	1532	removed  -- 物品名:"多汁浆果丛"->正在生病？？
DESCRIBE.BERRYBUSH_JUICY.BURNING	速灭。	1533	物品名:"多汁浆果丛"->正在燃烧
DESCRIBE.BIGFOOT	彼甚大脚。	1535	removed  -- 物品名:"大脚怪"->单机 大脚怪
DESCRIBE.BIRDCAGE.GENERIC	现需一鸟。	1538	物品名:"鸟笼"->默认 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.OCCUPIED	内有一鸟。	1539	物品名:"鸟笼"->被占领 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.SLEEPING	其眠。	1540	物品名:"鸟笼"->睡着了 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.HUNGRY	其略饥。	1541	物品名:"鸟笼"->有点饿了 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.STARVING	久未食乎？	1542	物品名:"鸟笼"->挨饿 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.DEAD	或仅憩？	1543	物品名:"鸟笼"->死了 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.SKELETON	魂已散。	1544	物品名:"骷髅"
DESCRIBE.BIRDTRAP	网来。	1546	物品名:"捕鸟陷阱" 制造描述:"捕捉会飞的动物。"
DESCRIBE.CAVE_BANANA_BURNT	被焚。	1547	物品名:"鸟笼"->烧焦的洞穴香蕉树 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRD_EGG	一鸟卵。	1548	物品名:"鸟蛋"
DESCRIBE.BIRD_EGG_COOKED	可食。	1549	物品名:"熟鸟蛋"
DESCRIBE.BISHOP	退。	1550	物品名:"发条主教"
DESCRIBE.BLOWDART_FIRE	此物略危。	1551	物品名:"火焰吹箭" 制造描述:"向你的敌人喷火。"
DESCRIBE.BLOWDART_SLEEP	可令人昏。	1552	物品名:"催眠吹箭" 制造描述:"催眠你的敌人。"
DESCRIBE.BLOWDART_PIPE	可好练。	1553	物品名:"吹箭" 制造描述:"向你的敌人喷射利齿。"
DESCRIBE.BLOWDART_YELLOW	又一控雷法。	1554	物品名:"雷电吹箭" 制造描述:"朝你的敌人放闪电。"
DESCRIBE.BLUEAMULET	温适。	1555	物品名:"寒冰护符" 制造描述:"多么冰冷酷炫的护符。"
DESCRIBE.BLUEGEM	其散寒灵。	1556	物品名:"蓝宝石"
DESCRIBE.BLUEPRINT.COMMON	玄界之根源。	1559	物品名:"蓝图"
DESCRIBE.BLUEPRINT.RARE	容吾一观。	1560	物品名:"蓝图"->罕见的
DESCRIBE.SKETCH	一尊法相图谱。当觅灵地以铸之。	1562	物品名:"{item}草图"
DESCRIBE.COOKINGRECIPECARD.GENERIC	些许膳食方。	1565	物品名:"{item}食谱卡"->默认
DESCRIBE.BLUE_CAP	其气诡谲，触之黏腻。	1567	物品名:"采摘的蓝蘑菇"
DESCRIBE.BLUE_CAP_COOKED	此番异于前...	1568	物品名:"熟蓝蘑菇"
DESCRIBE.BLUE_MUSHROOM.GENERIC	乃蕈也。	1571	物品名:"蓝蘑菇"->默认
DESCRIBE.BLUE_MUSHROOM.INGROUND	其正蛰伏。	1572	物品名:"蓝蘑菇"->在地里面
DESCRIBE.BLUE_MUSHROOM.PICKED	不知可还复生？	1573	物品名:"蓝蘑菇"->被采完了
DESCRIBE.BOARDS	灵木板。	1575	物品名:"木板" 制造描述:"更平直的木头。"
DESCRIBE.BONESHARD	碎骨一片。	1576	物品名:"骨头碎片"
DESCRIBE.BONESTEW	饱腹之羹。	1577	物品名:"炖肉汤"
DESCRIBE.BUGNET	捕虫之器。	1578	物品名:"捕虫网" 制造描述:"抓虫子用的。"
DESCRIBE.BUSHHAT	观之有棘刺之感。	1579	物品名:"灌木丛帽" 制造描述:"很好的伪装。"
DESCRIBE.BUTTER	一味精粹之调和。	1580	物品名:"黄油"
DESCRIBE.BUTTERFLY.GENERIC	彩翼翩跹而去。	1583	物品名:"蝴蝶"->默认
DESCRIBE.BUTTERFLY.HELD	终为吾所获。	1584	物品名:"蝴蝶"->拿在手里
DESCRIBE.BUTTERFLYMUFFIN	信手而成。	1586	物品名:"蝴蝶松饼"
DESCRIBE.BUTTERFLYWINGS	不过毛虫之翼。	1587	物品名:"蝴蝶翅膀"
DESCRIBE.BUZZARD	汝形甚异，可愿为吾演天外之舞？	1588	物品名:"秃鹫"
DESCRIBE.SHADOWDIGGER	善。今非其孤身矣。	1589	物品名:"蝴蝶"
DESCRIBE.SHADOWDANCER	有些景象，见之则欲速忘...	1590	物品名:"暗影舞者"
DESCRIBE.CACTUS.GENERIC	虽有棘刺，其味甚甘。	1593	物品名:"仙人掌"->默认
DESCRIBE.CACTUS.PICKED	已枯槁，棘犹在。	1594	物品名:"仙人掌"->被采完了
DESCRIBE.CACTUS_MEAT_COOKED	出自漠野之炙果。	1596	物品名:"熟仙人掌肉"
DESCRIBE.CACTUS_MEAT	需剔其刺。	1597	物品名:"仙人掌肉"
DESCRIBE.CACTUS_FLOWER	所绽之花，尚堪入目。	1598	物品名:"仙人掌花"
DESCRIBE.COLDFIRE.EMBERS	当添薪，否则将熄。	1601	物品名:"吸热营火"->即将熄灭 制造描述:"这火是越烤越冷的冰火。"
DESCRIBE.COLDFIRE.GENERIC	定可驱散幽暗。	1602	物品名:"吸热营火"->默认 制造描述:"这火是越烤越冷的冰火。"
DESCRIBE.COLDFIRE.HIGH	烈焰将失控。	1603	物品名:"吸热营火"->高 制造描述:"这火是越烤越冷的冰火。"
DESCRIBE.COLDFIRE.LOW	焰势渐微。	1604	物品名:"吸热营火"->低？ 制造描述:"这火是越烤越冷的冰火。"
DESCRIBE.COLDFIRE.NORMAL	甚为舒泰。	1605	物品名:"吸热营火"->普通 制造描述:"这火是越烤越冷的冰火。"
DESCRIBE.COLDFIRE.OUT	火熄矣。	1606	物品名:"吸热营火"->出去？外面？ 制造描述:"这火是越烤越冷的冰火。"
DESCRIBE.CAMPFIRE.EMBERS	当添薪，否则将熄。	1610	物品名:"营火"->即将熄灭 制造描述:"燃烧时发出光亮。"
DESCRIBE.CAMPFIRE.GENERIC	定可驱散幽暗。	1611	物品名:"营火"->默认 制造描述:"燃烧时发出光亮。"
DESCRIBE.CAMPFIRE.HIGH	烈焰将失控。	1612	物品名:"营火"->高 制造描述:"燃烧时发出光亮。"
DESCRIBE.CAMPFIRE.LOW	焰势渐微。	1613	物品名:"营火"->低？ 制造描述:"燃烧时发出光亮。"
DESCRIBE.CAMPFIRE.NORMAL	甚为舒泰。	1614	物品名:"营火"->普通 制造描述:"燃烧时发出光亮。"
DESCRIBE.CAMPFIRE.OUT	火熄矣。	1615	物品名:"营火"->出去？外面？ 制造描述:"燃烧时发出光亮。"
DESCRIBE.CANE	行若御风，几欲飞升。	1617	物品名:"步行手杖" 制造描述:"泰然自若地快步走。"
DESCRIBE.CATCOON	顽皮小灵。	1618	物品名:"浣猫"
DESCRIBE.CATCOONDEN.GENERIC	树桩之巢穴。	1621	物品名:"空心树桩"->默认
DESCRIBE.CATCOONDEN.EMPTY	其主已殁。	1622	物品名:"空心树桩"
DESCRIBE.CATCOONHAT	尚算温煦。	1624	物品名:"猫帽" 制造描述:"适合那些重视温暖甚于朋友的人。"
DESCRIBE.COONTAIL	吾感其犹在摆动。	1625	物品名:"猫尾"
DESCRIBE.CARROT	可与玉兔为友。	1626	物品名:"胡萝卜"
DESCRIBE.CARROT_COOKED	已软糯。	1627	物品名:"烤胡萝卜"
DESCRIBE.CARROT_PLANTED	寻常之食。	1628	物品名:"胡萝卜"
DESCRIBE.CARROT_SEEDS	此乃一粒灵种。	1629	物品名:"椭圆形种子"
DESCRIBE.CARTOGRAPHYDESK.GENERIC	今可示人游历之迹。	1632	物品名:"制图桌"->默认 制造描述:"准确地告诉别人你去过哪里。"
DESCRIBE.CARTOGRAPHYDESK.BURNING	彼事已了。	1633	物品名:"制图桌"->正在燃烧 制造描述:"准确地告诉别人你去过哪里。"
DESCRIBE.CARTOGRAPHYDESK.BURNT	今唯余烬耳。	1634	物品名:"制图桌"->烧焦的 制造描述:"准确地告诉别人你去过哪里。"
DESCRIBE.WATERMELON_SEEDS	此乃一粒灵种。	1636	物品名:"方形种子"
DESCRIBE.CAVE_FERN	草木之属。	1637	物品名:"蕨类植物"
DESCRIBE.CHARCOAL	有焦木之气。	1638	物品名:"木炭"
DESCRIBE.CHESSPIECE_PAWN	吾心有戚戚焉。	1639	物品名:"卒子雕塑"
DESCRIBE.CHESSPIECE_ROOK.GENERIC	其重逾于外观。	1642	物品名:"战车雕塑"->默认
DESCRIBE.CHESSPIECE_ROOK.STRUGGLE	彼自行动。	1643	物品名:"战车雕塑"->三基佬棋子晃动
DESCRIBE.CHESSPIECE_KNIGHT.GENERIC	乃玉马也。	1647	物品名:"骑士雕塑"->默认
DESCRIBE.CHESSPIECE_KNIGHT.STRUGGLE	彼自行动。	1648	物品名:"骑士雕塑"->三基佬棋子晃动
DESCRIBE.CHESSPIECE_BISHOP.GENERIC	一尊法相。	1652	物品名:"主教雕塑"->默认
DESCRIBE.CHESSPIECE_BISHOP.STRUGGLE	彼自行动。	1653	物品名:"主教雕塑"->三基佬棋子晃动
DESCRIBE.CHESSPIECE_MUSE	此相玄奇，未曾得见。	1655	物品名:"女王雕塑"
DESCRIBE.CHESSPIECE_FORMAL	玄机深藏，非吾所能尽解。	1656	物品名:"国王雕塑"
DESCRIBE.CHESSPIECE_HORNUCOPIA	望之竟生口腹之欲。	1657	物品名:"丰饶角雕塑"
DESCRIBE.CHESSPIECE_PIPE	其意幽渺，难以参详。	1658	物品名:"泡泡烟斗雕塑"
DESCRIBE.CHESSPIECE_DEERCLOPS	其目灼灼，似随人转。	1659	物品名:"独眼巨鹿雕塑"
DESCRIBE.CHESSPIECE_BEARGER	近观方知其伟岸。	1660	物品名:"熊獾雕塑"
DESCRIBE.CHESSPIECE_MOOSEGOOSE[0]	鬼斧神工，妙至毫巅。	1663	物品名:"麋鹿鹅雕塑" 制造描述:未找到
DESCRIBE.CHESSPIECE_DRAGONFLY	见此旧物，勾连前尘。	1665	物品名:"龙蝇雕塑"
DESCRIBE.CHESSPIECE_MINOTAUR	今汝为金石，亦受困乎？	1666	物品名:"远古守护者雕塑"
DESCRIBE.CHESSPIECE_BUTTERFLY	蝶梦栩栩，观之可喜。	1667	物品名:"月蛾雕塑"
DESCRIBE.CHESSPIECE_ANCHOR	其重千钧，果不虚言。	1668	物品名:"锚雕塑"
DESCRIBE.CHESSPIECE_MOON	何人竟将广寒拘于此？	1669	物品名:"“月亮” 雕塑"
DESCRIBE.CHESSPIECE_CARRAT	胜者已定，尘埃落定。	1670	物品名:"胡萝卜鼠雕塑"
DESCRIBE.CHESSPIECE_MALBATROSS	此乃何类妖禽？	1671	物品名:"邪天翁雕塑"
DESCRIBE.CHESSPIECE_CRABKING	巍巍乎若小山。	1672	物品名:"帝王蟹雕塑"
DESCRIBE.CHESSPIECE_TOADSTOOL	是蟾栖于木，抑或木化为蟾？	1673	物品名:"毒菌蟾蜍雕塑"
DESCRIBE.CHESSPIECE_STALKER	戾气缠身，非是善类。	1674	物品名:"远古织影者雕塑"
DESCRIBE.CHESSPIECE_KLAUS	吾亦可召此物否？	1675	物品名:"克劳斯雕塑"
DESCRIBE.CHESSPIECE_BEEQUEEN	蜂王之像。	1676	物品名:"蜂王雕塑"
DESCRIBE.CHESSPIECE_ANTLION	是狮是蚁，形貌诡奇。	1677	物品名:"蚁狮雕塑"
DESCRIBE.CHESSPIECE_BEEFALO	此像形制，颇为殊异。	1678	物品名:"皮弗娄牛雕塑"
DESCRIBE.CHESSPIECE_KITCOON	此类小物，寻之甚易。	1679	物品名:"小浣猫雕塑"
DESCRIBE.CHESSPIECE_CATCOON	形神俱合。	1680	物品名:"浣猫雕塑"
DESCRIBE.CHESSPIECE_MANRABBIT	恐石棱刮损其细皮。	1681	物品名:"兔人雕塑"
DESCRIBE.CHESSPIECE_GUARDIANPHASE3	此乃凯旋之象征。	1682	物品名:"天体英雄雕塑"
