path	original	line	comment
DESCRIBE.BUNNYMAN	劣化月兔...	1260	物品名:"兔人"
DESCRIBE.FLOWER_CAVE	地脉荧光...可作引路符。	1261	物品名:"荧光花"
DESCRIBE.GUANO	五毒金蝉粪？	1262	物品名:"鸟粪"
DESCRIBE.LANTERN	长明灯...粗劣仿品。	1263	物品名:"提灯" 制造描述:"可加燃料、明亮、便携！"
DESCRIBE.LIGHTBULB	地髓凝露...	1264	物品名:"荧光果"
DESCRIBE.MANRABBIT_TAIL	劣质月华绒。	1265	物品名:"兔绒"
DESCRIBE.MUSHROOMHAT	幻形菇...易生心魔。	1266	物品名:"蘑菇帽"
DESCRIBE.MUSHROOM_LIGHT2.ON	灵菌共鸣...光蕴流转。	1269	物品名:"菌伞灯"->开启 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT2.OFF	灵脉截断...巧思。	1270	物品名:"菌伞灯"->关闭 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT2.BURNT	火毒侵芯...可惜。	1271	物品名:"菌伞灯"->烧焦的 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT.ON	灵蕈生辉...	1275	物品名:"蘑菇灯"->开启 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.MUSHROOM_LIGHT.OFF	灵能内蕴...	1276	物品名:"蘑菇灯"->关闭 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.MUSHROOM_LIGHT.BURNT	火毒蚀芯...	1277	物品名:"蘑菇灯"->烧焦的 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.SLEEPBOMB	迷神砂...三丈内有效。	1279	物品名:"睡袋" 制造描述:"可以扔掉的袋子睡意沉沉。"
DESCRIBE.MUSHROOMBOMB	爆灵菇！	1280	物品名:"炸弹蘑菇"
DESCRIBE.SHROOM_SKIN	幻形菇蜕...可制替身符。	1281	物品名:"蘑菇皮"
DESCRIBE.TOADSTOOL_CAP.EMPTY	毒瘴穴...七步内勿近。	1284	物品名:"毒菌蟾蜍"
DESCRIBE.TOADSTOOL_CAP.INGROUND	地毒蟾要现形！	1285	物品名:"毒菌蟾蜍"->在地里面
DESCRIBE.TOADSTOOL_CAP.GENERIC	毒囊蟾...需斩其首。	1286	物品名:"毒菌蟾蜍"->默认
DESCRIBE.TOADSTOOL.GENERIC	毒蟾妖...当诛。	1290	物品名:"毒菌蟾蜍"->默认
DESCRIBE.TOADSTOOL.RAGE	妖丹暴走！	1291	物品名:"毒菌蟾蜍"->愤怒
DESCRIBE.MUSHROOMSPROUT.GENERIC	幻息蕈冠...有趣。	1295	物品名:"孢子帽"->默认
DESCRIBE.MUSHROOMSPROUT.BURNT	火毒侵髓...	1296	物品名:"孢子帽"->烧焦的
DESCRIBE.MUSHTREE_TALL.GENERIC	玄阴蕈木...变异体。	1300	物品名:"蓝蘑菇树"->默认
DESCRIBE.MUSHTREE_TALL.BLOOM	腐灵孢子...百丈内勿近。	1301	物品名:"蓝蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_MEDIUM.GENERIC	离火蕈木...火毒内蕴。	1305	物品名:"红蘑菇树"->默认
DESCRIBE.MUSHTREE_MEDIUM.BLOOM	业火孢子...污道心！	1306	物品名:"红蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_SMALL.GENERIC	乙木蕈...灵气驳杂。	1310	物品名:"绿蘑菇树"->默认
DESCRIBE.MUSHTREE_SMALL.BLOOM	寄生孢子...夺灵！	1311	物品名:"绿蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_TALL_WEBBED	天罗毒网...需用离火破之。	1313	物品名:"蛛网蓝蘑菇树"
DESCRIBE.SPORE_TALL.GENERIC	玄阴游魄...	1316	物品名:"蓝色孢子"->默认
DESCRIBE.SPORE_TALL.HELD	太阴精气...需封存。	1317	物品名:"蓝色孢子"->拿在手里
DESCRIBE.SPORE_MEDIUM.GENERIC	血煞残念...	1321	物品名:"红色孢子"->默认
DESCRIBE.SPORE_MEDIUM.HELD	业火种...危险。	1322	物品名:"红色孢子"->拿在手里
DESCRIBE.SPORE_SMALL.GENERIC	乙木精魂...	1326	物品名:"绿色孢子"->默认
DESCRIBE.SPORE_SMALL.HELD	青帝长生气的碎片？	1327	物品名:"绿色孢子"->拿在手里
DESCRIBE.RABBITHOUSE.GENERIC	幻形兔穴...粗劣的障眼法。	1331	物品名:"兔屋"->默认 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.RABBITHOUSE.BURNT	连幻阵根基都烧毁了...	1332	物品名:"兔屋"->烧焦的 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.SLURTLE	玄阴水蜗...甲壳可炼器。	1334	物品名:"蛞蝓龟"
DESCRIBE.SLURTLE_SHELLPIECES	癸水甲碎片...	1335	物品名:"外壳碎片"
DESCRIBE.SLURTLEHAT	勉强可作临时护心镜。	1336	物品名:"背壳头盔"
DESCRIBE.SLURTLEHOLE	癸水灵气淤积...	1337	物品名:"蛞蝓龟窝"
DESCRIBE.SLURTLESLIME	蚀金涎...小心收纳。	1338	物品名:"蛞蝓龟黏液"
DESCRIBE.SNURTLE	铁甲蜗妖！	1339	物品名:"蜗牛龟"
DESCRIBE.SPIDER_HIDER	地煞蛛...善偷袭。	1340	物品名:"洞穴蜘蛛"
DESCRIBE.SPIDER_SPITTER	毒煞蛛...先毁其目。	1341	物品名:"喷射蜘蛛"
DESCRIBE.SPIDERHOLE	蛛煞地脉节点。	1342	物品名:"蛛网岩"
DESCRIBE.SPIDERHOLE_ROCK	蛛网岩...暗藏杀机。	1343	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.STALAGMITE	寻常钟乳石...	1344	物品名:"石笋"
DESCRIBE.STALAGMITE_TALL	石心蕴灵...可开！	1345	物品名:"石笋"
DESCRIBE.TURF_CARPETFLOOR	火牛毡...可惜灵气尽失。	1346	物品名:"地毯地板" 制造描述:"超级柔软。闻着就像皮弗娄牛。"
DESCRIBE.TURF_CHECKERFLOOR	残缺的避水阵纹...	1347	物品名:"棋盘地板" 制造描述:"精心制作成棋盘状的大理石地砖。"
DESCRIBE.TURF_DIRT	凡土无奇。	1348	物品名:"泥土地皮"
DESCRIBE.TURF_FOREST	乙木地气...尚存一线。	1349	物品名:"森林地皮" 制造描述:"一块森林地皮。"
DESCRIBE.TURF_GRASS	灵植根系残留。	1350	物品名:"长草地皮" 制造描述:"一片草地。"
DESCRIBE.TURF_MARSH	秽土瘴源...	1351	物品名:"沼泽地皮" 制造描述:"沼泽在哪，家就在哪！"
DESCRIBE.TURF_METEOR	月星碎片！	1352	物品名:"月球环形山地皮" 制造描述:"月球表面的月坑。"
DESCRIBE.TURF_PEBBLEBEACH	海髓石...品相不佳。	1353	物品名:"岩石海滩地皮" 制造描述:"一块鹅卵石海滩地皮。"
DESCRIBE.TURF_ROAD	粗劣的缩地阵仿刻。	1354	物品名:"卵石路" 制造描述:"修建你自己的道路，通往任何地方。"
DESCRIBE.TURF_ROCKY	庚金矿脉外露。	1355	物品名:"岩石地皮" 制造描述:"一块石头地皮。"
DESCRIBE.TURF_SAVANNA	旱魃过境...	1356	物品名:"热带草原地皮" 制造描述:"一块热带草原地皮。"
DESCRIBE.TURF_WOODFLOOR	雷击木的边角料。	1357	物品名:"木地板" 制造描述:"优质复合地板。"
DESCRIBE.TURF_CAVE	九幽石...阴气太重。	1358	物品名:"鸟粪地皮" 制造描述:"洞穴地面冰冷的岩石。"
DESCRIBE.TURF_FUNGUS	蚀灵菌毯...	1359	物品名:"真菌地皮" 制造描述:"一块长满了真菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_MOON	太阴魔苔！	1360	物品名:"变异真菌地皮" 制造描述:"一块长满了变异真菌的洞穴地皮。"
DESCRIBE.TURF_ARCHIVE	古修阵纹石板...	1361	物品名:"远古石刻" 制造描述:"解封档案馆中的远古石器。"
DESCRIBE.TURF_SINKHOLE	九幽陷地...慎入。	1362	物品名:"黏滑地皮" 制造描述:"一块潮湿、沾满泥巴的草地地皮。"
DESCRIBE.TURF_UNDERROCK	地脉煞气外泄！	1363	物品名:"洞穴岩石地皮" 制造描述:"一块乱石嶙峋的洞穴地皮。"
DESCRIBE.TURF_MUD	浊灵气淤积...	1364	物品名:"泥泞地皮" 制造描述:"一块泥地地皮。"
DESCRIBE.TURF_DECIDUOUS	枯荣道韵...	1365	物品名:"落叶林地皮" 制造描述:"一块落叶林地皮。"
DESCRIBE.TURF_SANDY	涣灵沙...无用。	1366	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.TURF_BADLANDS	旱魃过境遗迹。	1367	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.TURF_DESERTDIRT	离火砂...炼器次品。	1368	物品名:"沙漠地皮" 制造描述:"一片干燥的沙子。"
DESCRIBE.TURF_FUNGUS_GREEN	蚀心苔...三丈禁。	1369	物品名:"真菌地皮" 制造描述:"一块爬满绿菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_RED	血煞菌毯！	1370	物品名:"真菌地皮" 制造描述:"一块爬满红菌的洞穴地皮。"
DESCRIBE.TURF_DRAGONFLY	火龙逆鳞...确实防火。	1371	物品名:"龙鳞地板" 制造描述:"消除火灾蔓延速度。"
DESCRIBE.TURF_SHELLBEACH	玄贝残壳...	1372	物品名:"贝壳海滩地皮" 制造描述:"一块贝壳海岸。"
DESCRIBE.TURF_RUINSBRICK	远古封魔阵基！	1373	物品名:"远古地面" 制造描述:"远古石制地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSBRICK_GLOW	仿制的破绽在这里...	1374	物品名:"仿远古地面" 制造描述:"远古石制地面的复刻。"
DESCRIBE.TURF_RUINSTILES	周天星斗残阵！	1375	物品名:"远古瓷砖" 制造描述:"瓷砖地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTILES_GLOW	赝品的灵力回路错了三处。	1376	物品名:"仿远古瓷砖" 制造描述:"远古瓷砖地面的复刻。"
DESCRIBE.TURF_RUINSTRIM	封魔砖刻...勿触阴纹！	1377	物品名:"远古砖雕" 制造描述:"砖石地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTRIM_GLOW	仿品的阳刻方向错了...	1378	物品名:"仿远古砖雕" 制造描述:"远古砖石地面的复刻。"
DESCRIBE.TURF_MONKEY_GROUND	醉仙砂？	1379	物品名:"月亮码头海滩地皮" 制造描述:"一片沙地，散发着淡淡的香蕉香。"
DESCRIBE.TURF_CARPETFLOOR2	天蚕丝混织火鼠毫...	1380	物品名:"茂盛地毯" 制造描述:"超级超级软。"
DESCRIBE.TURF_MOSAIC_GREY	星陨石碎渣...	1381	物品名:"灰色马赛克地板" 制造描述:"优雅的碎石。灰色。"
DESCRIBE.TURF_MOSAIC_RED	朱砂晶含量不足。	1382	物品名:"红色马赛克地板" 制造描述:"优雅的碎石。红色。"
DESCRIBE.TURF_MOSAIC_BLUE	海魂石粉...掺假了。	1383	物品名:"蓝色马赛克地板" 制造描述:"优雅的碎石。蓝色。"
DESCRIBE.TURF_BEARD_RUG	化身毛？！	1384	物品名:"胡须地毯" 制造描述:"有些人就是喜欢行为艺术。"
DESCRIBE.POWCAKE	灵乳凝酪...火候差了三分。	1385	物品名:"芝士蛋糕"
DESCRIBE.CAVE_ENTRANCE	地脉封石...需破阵凿。	1386	物品名:"被堵住的洞穴"
DESCRIBE.CAVE_ENTRANCE_RUINS	古修洞府遗迹！	1387	物品名:"被堵住的陷洞"->单机 洞二入口
DESCRIBE.CAVE_ENTRANCE_OPEN.GENERIC	地脉异动...	1390	物品名:"洞穴"->默认
DESCRIBE.CAVE_ENTRANCE_OPEN.OPEN	九幽通道...机遇与危机并存。	1391	物品名:"洞穴"->打开
DESCRIBE.CAVE_ENTRANCE_OPEN.FULL	空间饱和...强入则危。	1392	物品名:"洞穴"->满了
DESCRIBE.CAVE_EXIT.GENERIC	登云阶...似有禁制。	1396	物品名:"楼梯"->默认
DESCRIBE.CAVE_EXIT.OPEN	九息服气...改日再探。	1397	物品名:"楼梯"->打开
DESCRIBE.CAVE_EXIT.FULL	空间滞涩...强登易遭反噬。	1398	物品名:"楼梯"->满了
DESCRIBE.MAXWELLPHONOGRAPH	音波幻阵...	1400	single player  -- 物品名:"麦斯威尔的留声机"->单机 麦斯威尔留声机
DESCRIBE.BOOMERANG	回风宝轮...粗胚而已。	1401	物品名:"回旋镖" 制造描述:"来自澳洲土著。"
DESCRIBE.PIGGUARD	夯妖...	1402	物品名:"猪人守卫"
DESCRIBE.ABIGAIL.LEVEL1[0]	哼...惑心结。	1407	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL1[1]	哼...惑心结。	1408	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL2[0]	哼...惑心结。	1412	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL2[1]	哼...惑心结。	1413	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL3[0]	哼...惑心结。	1417	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL3[1]	哼...惑心结。	1418	物品名:未找到 制造描述:未找到
DESCRIBE.ADVENTURE_PORTAL	跨界传送阵...残缺不全。	1421	物品名:"麦斯威尔之门"->单机 麦斯威尔之门
DESCRIBE.AMULET	替死符...品质尚可。	1422	物品名:"重生护符" 制造描述:"逃离死神的魔爪。"
DESCRIBE.ANIMAL_TRACK	灵兽足迹...似有内伤。	1423	物品名:"动物足迹"
DESCRIBE.ARMORGRASS	百草衣...需防蛊虫。	1424	物品名:"草甲" 制造描述:"提供少许防护。"
DESCRIBE.ARMORMARBLE	玄重甲...影响身法。	1425	物品名:"大理石甲" 制造描述:"它很重，但能够保护你。"
DESCRIBE.ARMORWOOD	雷击木甲...勉强可用。	1426	物品名:"木甲" 制造描述:"为你抵御部分伤害。"
DESCRIBE.ARMOR_SANITY	噬心魔铠...慎用。	1427	物品名:"暗夜甲" 制造描述:"保护你的躯体，但无法保护你的心智。"
DESCRIBE.ASH.GENERIC	火劫余烬...	1430	物品名:"灰烬"->默认
DESCRIBE.ASH.REMAINS_GLOMMERFLOWER	灵植渡劫失败。	1431	物品名:"灰烬"->单机专用
DESCRIBE.ASH.REMAINS_EYE_BONE	通灵骨...可惜了。	1432	物品名:"灰烬"->单机专用
DESCRIBE.ASH.REMAINS_THINGIE	离火反噬...	1433	物品名:"灰烬"->单机专用
DESCRIBE.AXE	伐木斧...凡铁罢了。	1435	物品名:"斧头" 制造描述:"砍倒树木！"
DESCRIBE.BABYBEEFALO.GENERIC	幼年火牛...资质尚可。	1438	物品名:"小皮弗娄牛"->默认
DESCRIBE.BABYBEEFALO.SLEEPING	周天循环中...	1439	物品名:"小皮弗娄牛"->睡着了
DESCRIBE.BUNDLE	须弥芥子术...	1441	物品名:"捆绑物资"
DESCRIBE.BUNDLEWRAP	封灵手法粗浅。	1442	物品名:"捆绑包装" 制造描述:"打包东西的必要工具。"
DESCRIBE.BACKPACK	乾坤袋雏形。	1443	物品名:"背包" 制造描述:"携带更多物品。"
DESCRIBE.BACONEGGS	灵猪肉混雷鸟蛋...	1444	物品名:"培根煎蛋"
DESCRIBE.BANDAGE	灵蜜愈伤膏。	1445	物品名:"蜂蜜药膏" 制造描述:"愈合小伤口。"
DESCRIBE.BASALT	地脉岩精！	1446	removed  -- 物品名:"玄武岩"
DESCRIBE.BEARDHAIR	化身毛？	1447	物品名:"胡须"
DESCRIBE.BEARGER	黑风老妖怎在此处？	1448	物品名:"熊獾"
DESCRIBE.BEARGERVEST	妖丹皮...勉强御寒。	1449	物品名:"熊皮背心" 制造描述:"像熊一样的背心。"
DESCRIBE.ICEPACK	玄冰蚕丝内衬...	1450	物品名:"保鲜背包" 制造描述:"保持新鲜感。"
DESCRIBE.BEARGER_FUR	化神期熊妖皮！	1451	物品名:"熊皮" 制造描述:"毛皮再生。"
DESCRIBE.BEDROLL_STRAW	安神草...品相一般。	1452	物品名:"草席卷" 制造描述:"一觉睡到天亮。"
DESCRIBE.BEEQUEEN	蜂后渡劫失败堕魔？	1453	物品名:"蜂王"
DESCRIBE.BEEQUEENHIVE.GENERIC	灵蜜沼泽...寸步难行。	1456	物品名:"蜂蜜地块"->默认
DESCRIBE.BEEQUEENHIVE.GROWING	地脉泌蜜...异象！	1457	物品名:"蜂蜜地块"->正在生长
DESCRIBE.BEEQUEENHIVEGROWN	化神蜂巢...沉睡的妖后。	1459	物品名:"巨大蜂窝"
DESCRIBE.BEEGUARD	金睛蜂卫...金丹初期。	1460	物品名:"嗡嗡蜜蜂"
DESCRIBE.HIVEHAT	摄魂蜂冠...慎戴。	1461	物品名:"蜂王冠"
DESCRIBE.MINISIGN.GENERIC	粗劣的符胚...	1464	物品名:"小木牌"->默认
DESCRIBE.MINISIGN.UNDRAWN	空白符纸...暴殄天物。	1465	物品名:"小木牌"->没有画画
DESCRIBE.MINISIGN_ITEM	未注灵的废料。	1467	物品名:"小木牌" 制造描述:"用羽毛笔在这些上面画画。"
DESCRIBE.BEE.GENERIC	采灵蜂...	1470	物品名:"蜜蜂"->默认
DESCRIBE.BEE.HELD	尾针含煞！	1471	物品名:"蜜蜂"->拿在手里
DESCRIBE.BEEBOX.READY	灵蜜满仓...可取三成。	1475	物品名:"蜂箱"->准备好的 满的 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.FULLHONEY	蜜溢阵纹...需疏通。	1476	物品名:"蜂箱"->蜂蜜满了 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.GENERIC	金睛蜂群...慎近。	1477	物品名:"蜂箱"->默认 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.NOHONEY	灵脉枯竭...	1478	物品名:"蜂箱"->没有蜂蜜 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.SOMEHONEY	癸水未满...	1479	物品名:"蜂箱"->有一些蜂蜜 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.BURNT	离火反噬？！	1480	物品名:"蜂箱"->烧焦的 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.MUSHROOM_FARM.STUFFED	这些蘑菇倒是生得茂盛。	1484	物品名:"蘑菇农场"->塞，满了？？ 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.LOTS	蘑菇长势尚可。	1485	物品名:"蘑菇农场"->很多 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.SOME	还需静待些时日。	1486	物品名:"蘑菇农场"->有一些 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.EMPTY	此地可用来培育灵菇。	1487	物品名:"蘑菇农场" 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.ROTTEN	需用活木修复方可再用。	1488	物品名:"蘑菇农场"->腐烂的--需要活木 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.BURNT	竟有人毁我灵菇？	1489	物品名:"蘑菇农场"->烧焦的 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.SNOWCOVERED	寒冬时节，灵菇难生。	1490	物品名:"蘑菇农场"->被雪覆盖 制造描述:"种蘑菇。"
DESCRIBE.BEEFALO.FOLLOWER	这头牛妖倒是跟了上来。	1494	物品名:"皮弗娄牛"->追随者
DESCRIBE.BEEFALO.GENERIC	一头皮弗娄牛。	1495	物品名:"皮弗娄牛"->默认
DESCRIBE.BEEFALO.NAKED	牛毛尽去，似有哀意。	1496	物品名:"皮弗娄牛"->牛毛被刮干净了
DESCRIBE.BEEFALO.SLEEPING	此牛沉睡，毫无防备。	1497	物品名:"皮弗娄牛"->睡着了
DESCRIBE.BEEFALO.DOMESTICATED	此牛已驯，气息稍敛。	1498	物品名:"皮弗娄牛"->驯化牛
DESCRIBE.BEEFALO.ORNERY	此牛凶性未消，需谨慎应对。	1499	物品名:"皮弗娄牛"->战斗牛
DESCRIBE.BEEFALO.RIDER	此牛体态稳健，可作坐骑。	1500	物品名:"皮弗娄牛"->骑行牛
DESCRIBE.BEEFALO.PUDGY	此牛食灵过甚，体态臃肿。	1501	物品名:"皮弗娄牛"->胖牛
DESCRIBE.BEEFALO.MYPARTNER	此牛神韵，倒有几分熟悉……	1502	物品名:"皮弗娄牛"
DESCRIBE.BEEFALOHAT	此帽御寒尚可。	1504	物品名:"牛角帽" 制造描述:"成为牛群中的一员！连气味也变得一样。"
DESCRIBE.BEEFALOWOOL	牛妖之毛，质地粗糙。	1505	物品名:"牛毛"
DESCRIBE.BEEHAT	可避蜂毒。	1506	物品名:"养蜂帽" 制造描述:"防止被愤怒的蜜蜂蜇伤。"
DESCRIBE.BEESWAX	蜂蜡可防腐。	1507	物品名:"蜂蜡" 制造描述:"一种有用的防腐蜂蜡。"
DESCRIBE.BEEHIVE	群蜂聚集，嗡鸣不绝。	1508	物品名:"蜂窝"
DESCRIBE.BEEMINE	蜂群躁动，触之即发。	1509	物品名:"蜜蜂地雷" 制造描述:"变成武器的蜜蜂。会出什么问题？"
DESCRIBE.BEEMINE_MAXWELL	封妖于器，凶险异常。	1510	removed  -- 物品名:"麦斯威尔的蚊子陷阱"->单机 麦斯威尔的蚊子陷阱
DESCRIBE.BERRIES	寻常野果，聊胜于无。	1511	物品名:"浆果"
DESCRIBE.BERRIES_COOKED	烤炙之后，更易入口。	1512	物品名:"烤浆果"
DESCRIBE.BERRIES_JUICY	汁水稍丰，别无特别。	1513	物品名:"多汁浆果"
DESCRIBE.BERRIES_JUICY_COOKED	需趁新鲜服用。	1514	物品名:"烤多汁浆果"
DESCRIBE.BERRYBUSH.BARREN	此地灵气匮乏，需施灵肥。	1517	物品名:"浆果丛"
DESCRIBE.BERRYBUSH.WITHERED	炎气过盛，草木难生。	1518	物品名:"浆果丛"->枯萎了
DESCRIBE.BERRYBUSH.GENERIC	此果无毒，可暂充饥。	1519	物品名:"浆果丛"->默认
DESCRIBE.BERRYBUSH.PICKED	待其再生，或可再取。	1520	物品名:"浆果丛"->被采完了
DESCRIBE.BERRYBUSH.DISEASED	病气缠身，恐难存活。	1521	removed  -- 物品名:"浆果丛"->生病了
DESCRIBE.BERRYBUSH.DISEASING	似有异状，恐生变故。	1522	removed  -- 物品名:"浆果丛"->正在生病？？
DESCRIBE.BERRYBUSH.BURNING	速灭火势。	1523	物品名:"浆果丛"->正在燃烧
DESCRIBE.BERRYBUSH_JUICY.BARREN	灵机断绝，浆果不生。	1527	物品名:"多汁浆果丛"
DESCRIBE.BERRYBUSH_JUICY.WITHERED	生机已绝，尽数枯萎。	1528	物品名:"多汁浆果丛"->枯萎了
DESCRIBE.BERRYBUSH_JUICY.GENERIC	此丛浆果尚可一摘。	1529	物品名:"多汁浆果丛"->默认
DESCRIBE.BERRYBUSH_JUICY.PICKED	静待其再度结果。	1530	物品名:"多汁浆果丛"->被采完了
DESCRIBE.BERRYBUSH_JUICY.DISEASED	病气侵染，恐难结果。	1531	removed  -- 物品名:"多汁浆果丛"->生病了
DESCRIBE.BERRYBUSH_JUICY.DISEASING	灵机紊乱，恐生异变。	1532	removed  -- 物品名:"多汁浆果丛"->正在生病？？
DESCRIBE.BERRYBUSH_JUICY.BURNING	速速灭火。	1533	物品名:"多汁浆果丛"->正在燃烧
DESCRIBE.BIGFOOT	此等巨足，非寻常妖兽可比。	1535	removed  -- 物品名:"大脚怪"->单机 大脚怪
DESCRIBE.BIRDCAGE.GENERIC	尚缺一灵禽栖居。	1538	物品名:"鸟笼"->默认 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.OCCUPIED	笼中已有灵禽。	1539	物品名:"鸟笼"->被占领 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.SLEEPING	此禽正在调息。	1540	物品名:"鸟笼"->睡着了 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.HUNGRY	此禽需补充精气。	1541	物品名:"鸟笼"->有点饿了 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.STARVING	久未进食，恐伤根基。	1542	物品名:"鸟笼"->挨饿 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.DEAD	莫非是在假死调息？	1543	物品名:"鸟笼"->死了 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRDCAGE.SKELETON	神魂俱灭，徒留残骸。	1544	物品名:"骷髅"
DESCRIBE.BIRDTRAP	蛛丝所制，可捕飞禽。	1546	物品名:"捕鸟陷阱" 制造描述:"捕捉会飞的动物。"
DESCRIBE.CAVE_BANANA_BURNT	已遭焚毁。	1547	物品名:"鸟笼"->烧焦的洞穴香蕉树 制造描述:"为你的鸟类朋友提供一个幸福的家。"
DESCRIBE.BIRD_EGG	一枚禽卵。	1548	物品名:"鸟蛋"
DESCRIBE.BIRD_EGG_COOKED	蕴含些许灵气。	1549	物品名:"熟鸟蛋"
DESCRIBE.BISHOP	退避！	1550	物品名:"发条主教"
DESCRIBE.BLOWDART_FIRE	此物凶险，慎用。	1551	物品名:"火焰吹箭" 制造描述:"向你的敌人喷火。"
DESCRIBE.BLOWDART_SLEEP	可致人昏沉。	1552	物品名:"催眠吹箭" 制造描述:"催眠你的敌人。"
DESCRIBE.BLOWDART_PIPE	可作练习之用。	1553	物品名:"吹箭" 制造描述:"向你的敌人喷射利齿。"
DESCRIBE.BLOWDART_YELLOW	此乃御雷之术。	1554	物品名:"雷电吹箭" 制造描述:"朝你的敌人放闪电。"
DESCRIBE.BLUEAMULET	寒气内敛，可镇心神。	1555	物品名:"寒冰护符" 制造描述:"多么冰冷酷炫的护符。"
DESCRIBE.BLUEGEM	此玉蕴含寒冰法力。	1556	物品名:"蓝宝石"
DESCRIBE.BLUEPRINT.COMMON	此乃异界道韵所化。	1559	物品名:"蓝图"
DESCRIBE.BLUEPRINT.RARE	待我参详一二。	1560	物品名:"蓝图"->罕见的
DESCRIBE.SKETCH	此乃雕像图谱，需寻合适之地方可炼制。	1562	物品名:"{item}草图"
DESCRIBE.COOKINGRECIPECARD.GENERIC	此乃丹方残卷。	1565	物品名:"{item}食谱卡"->默认
DESCRIBE.BLUE_CAP	此菇灵气紊乱，触之粘腻。	1567	物品名:"采摘的蓝蘑菇"
DESCRIBE.BLUE_CAP_COOKED	经火炼化，药性已变。	1568	物品名:"熟蓝蘑菇"
DESCRIBE.BLUE_MUSHROOM.GENERIC	此乃蓝灵菇。	1571	物品名:"蓝蘑菇"->默认
DESCRIBE.BLUE_MUSHROOM.INGROUND	灵气内敛，隐而不发。	1572	物品名:"蓝蘑菇"->在地里面
DESCRIBE.BLUE_MUSHROOM.PICKED	不知可否再生...	1573	物品名:"蓝蘑菇"->被采完了
DESCRIBE.BOARDS	灵木板。	1575	物品名:"木板" 制造描述:"更平直的木头。"
DESCRIBE.BONESHARD	骨片残片。	1576	物品名:"骨头碎片"
DESCRIBE.BONESTEW	灵肉炖汤。	1577	物品名:"炖肉汤"
DESCRIBE.BUGNET	捕虫法器。	1578	物品名:"捕虫网" 制造描述:"抓虫子用的。"
DESCRIBE.BUSHHAT	棘刺隐息帽。	1579	物品名:"灌木丛帽" 制造描述:"很好的伪装！"
DESCRIBE.BUTTER	灵乳精华。	1580	物品名:"黄油"
DESCRIBE.BUTTERFLY.GENERIC	灵蝶翩然而去。	1583	物品名:"蝴蝶"->默认
